userComments
"The Iphone 7+ is a good phone but the S8 is truly amazing. . . can't believe I'm saying that about a galaxy. Fast, snappy and the camera blows 7+ out of the water. Battery life is finally able to keep up a full 12 hours of hard use."
Move from iphone 6s to this s8.. amazing screen and futures... iphone is rubbish compare to samsung s8...
"BUYER BEWARE: My wife and I both upgraded to the s8, we were big galaxy people. We loved the new phones until this weekend when both phones ended up with huge cracks, and seriously we have not dropped the phones at all. I went through the s5, 6, and 7 withhout cases and never had an issue."
"I was so excited to upgrade from the galaxy s6 but was quickly disappointed. I have a 2 month old son so a good camera is super important to me. And since the galaxy s6's camera was amazing I didn't expect newest galaxy to disappoint, I was actually expecting a far better camera."
This phone is admittedly breathtaking however it cannot survive even the simplest of mishaps. Both a close friend of mine and myself have broken ours within the first two weeks of receiving them. Mine feel from less than 2 feet and shattered the ENTIRE screen.
Simply the best phone by far. Loving it :)
I do not like this phone. I had it in my pocket with something else and the screen protector cracked. Replaced it and it has another crack in it. They need to do something different
I love my new phone it really have lot great new features!!
"Great phone. Very easy to manage. I do miss a few features that were on my old phone, but nothing I can't adjust too."
"Its good, but there are some things to not like. The Bixby button is in the way and Bixby doesn't work anyway. The finger print scanner is in an awkward location and so far I find the face recognition to be less than effective. What light you are in seems to make a big difference."
Phone is great! It works just as I expected.
"I have been truly impressed with the new Samsung Galaxy S8. It feels great in my hand. It very easy to read from It is incredibly responsive both to the touch and in changing sites. And, of course, the screen and picture on it are outstanding. I an a Samsung guy. This just helps me to stay one."
I've only had the phone for a couple of weeks. So still getting used to the new features. Don't know for sure if I like or use the edge screen or folders. Still a lot of preloaded apps that I'll never use and can't take off. Disappointed I can't get a screen cover that will work with a case.
Data issues immediately. Tech dept. Is going to get back to me.
If you are looking up this phone for reviews then you already have heard that it is a pretty good phone. I bought the S8 after a lot of research and anticipation but I was still blown away by everything that the phone offers.
"Nice phone. Was worried about all the glass but not a problem. Love the fingerprint reader, works great."
Nice phone but wireless charger does not work
"I'm. Still getting used to it. I had an S6 so there are changes. This GPS is working better. What I Don't like so far are the battery overheating shut downs. As soon as it gets a bit warm, I can't use the camera."
"Love the phone, EXCEPT, no infrared to use tv remote apps. That sucks, and now I have to carry my 5S as well."
Not since the HTC M1 have I been this impressed with with a new flagship phone. I love everything about this device.
No regrets about this phone
"Finely Samsung has hit it out of the park with this new S8, Simply outstanding not buggy i'm believeable pictures"
I haven't found anything negative about it yet. The camera takes beautiful clear pictures. It has plenty of memory. I just lover it.
"We all know what's great about the phone by now and it is fantastic. There is only one thing I have found thus far that annoys me, the bixby button. I hit it all the time on accident and it lights up the phone even when locked. I'm hoping this will be fixed."
Had the Galaxy S5 and thought it was time to uograde. The S8 has a larger screen and takes good pictures but honestly I think the S5 is every bit as good and in fact I like its size better. In my personal opinion I wish I had stayed with the S5 instead of dishing out the money for a new phone.
Needed to get used to it but I really like it
Best cell phone I ever owned.
"The curved edge makes it a little difficult to tap anything that might be on that edge. The other big issue with this phone so far, is that the Gadget Guard protective cover that AT&T sells for it will not stay on and can be broken with literally NO effort."
Love it!! Battery could last longer but phone is great!!!
I bought the Samsung s8 a few days after it came on market and so far I am very very happy. The phone is easy to use and is as described. I recently bought a wireless charger too and am having no issues with the wireless charging (so far).
"This phone is great. If you can get one, do. Camera is awesome, functions are easy. Waaaaaay better than Apple. Also Very have ways to allow you to pay for the phone over time and/or their but now and pay later scheme. Thoroughly recommend."
Bought the S4 because it was revolutionary. Now I've bought the S8 for the same reason. Absolutely amazing phone. Can't get my hands of it.
Arrived next day can't be more happier with the phone and with the service and I had prom code for extra £50 discount it :) I'll stay with you very for ever
"The S8 is a great phone, I cannot fault it at all. This is my first Android phone and it's really easy to use."
"Had this phone for a short time now, what an excellent piece of kit, love it, really smart and looks great."
I bought this last week and so far I am very pleased with the phone
Bye bye iphone hello Samsung galaxy s8. Samsung miles ahead for iphone
"I ordered the phone a week ago and only expected to receive it a week later. I was pleasantly surprised when it turned up 2 days later. It is a beautiful slimline phone, have great features, takes amazing photos and you do not need to download instagram as the phone have built in filters."
"Crystal clear screen, absolutely rapid speed with no lag, and some great features. Plus, as it is slimmer, it fits in your pocket much easier than other mobiles. Simply the best mobile I've ever owned!"
Bought this a week ago and it has exceeded my expectations.its so light but does everything.though my S7 was great but this S8 is fantastic
I recently purchased my galaxy s8 and couldn't be happier brilliant mobile why anyone would chose an I phone instead of this stunning device is beyond me.
This is by far the best phone I have ever purchased and the best samsung pnone so far
This has got to be the best phone around just now. The screen without a doubt is so beautiful. Even though it is a big 5.8 inch screen it only has a similar footprint as my P9. You will not be disappointed with this device.
This phone is amazing screen isnt as big as the s7 edge so id buy the plus version if it was me but overall faultless
"went from S5 to LG G5 thought it was ok but not as many features , then bought this and Wow"""" so much more you can do with Samsung"
I bought it and i like the product its good fone nice features
"Phone is Amazing , no buttons beside the ones on the sides it's a beautiful phone , worth the preordering and money ."
"Love my galaxy 8. It does have problems downloading media pictures however, I'm hoping it's a software issue."
I must say I have no complaints about this phone.
Easy to use with a larger screen.
Very excellent phone with good battery life that doesn't get hot. Very good battery life also.
Is good. Me like Me think you like too
"Pros: - Great Features - ""Ok Google"" is a great feature when i drive and need to message someone , or google a phone number. - Great quality  Cons - It takes literally forever to Charge, I've done some research and I'm not the only one."
Everything about this phone is awesome.
"Constantly getting the ""DQA has stopped working"" message. Im unable to get rid of it. I've tried the recommendations, except the one we need tro purchase to get rid of the message. We shouldn't have to pay fix this issue. Otherwise, love the phone, the videos and pictures, excellent"
Nice camera and screen quality. Battery has great life. Happy 100%.
Only a baby or capuchin monkey could type o this phone c u need tiny fingers. It's located to use and for the most I should be able o take pictures and not have so many spelling errors.
The phone is great but the screen is very sensitive. You butt dial a lot. Make sure you get a glass screen protector
"This upgrade from my old HTC One M8 has been awesome, everything from the camera to the design and color, and it's fast in everything I do, even the charging speed is amazing! Couldn't be happier."
"Overall a great phone. The camera has all kind of new and good features and takes more true pictures especially sunsets. However, the lower mega pixels does not allow as much zooming as before which is disappointing."
Love it best phone I ever had.
A very nice phone. Has many new gadgets
So far phone is working great had minor problems with a Wi-Fi update but got it done
Love the Samsung Galaxy 8!
"Camera is nice, infinity screen is nice. I'm a Samsung fan, so it's great!!"
I had a Nexus 6 for two years and loved it. Only got the S8 because the Nexus was slowing down. I am blown away by the S8. Highly recommended!
"The S8 is a huge upgrade from my S4, I love it The battery life lasted a long time. I can play my Spotify all day at work and still have a 70% charge at the end of the day."
Galaxy s 6 is better want galaxy back
"I, am a nerd. I am a phone nerd. I am THE phone nerd. I've owned every iPhone and Android made (seriously, had 7 android just last year), and this phone is the best ever. Highly recommended"
"Beautiful phone, love the big screen. The iris scanner works great."
I have been buying galaxy phones since the Vibrant. This is the best one yet. No complaints here
"This phone is really amazing.Nice specs,fast and CAMERA is very clear"
"The Samsung Galaxy S8 exceeded expectations in looks, operation and functionally. It replaced a two year old Galaxy S6. Set-up was easy and the software interface was much improved. Port over of settings and files from old phone was fast and easy."
"This is the best Galaxy everything !!! Smart,confortable and precisioner technology. Forever...the best !!!!"
Great phone! I love the upgrades and the infinity screen.
the s8 is killer! upgraded from the S6
The rounded edges make it very important that you find the right screen protector. Even with that - it lifted up with the case for a few days. Fingertip sensor on the back is the worst change. Right next to the camera and it's not a natural way to hold your hand.
"The Galaxy S8 is very fast and a very pretty phone. I like how thin it is compared to my old 6S plus. I am not fond of the fingerprint being on the back of the phone, it's just awkward. I think all in all it will be an upgrade over my iPhone."
"Love my new GS8. Great phone with nice features. Love the camera and the apps. Charges quickly. Battery does go down fast depending on usage. Otherwise, I think this is a great phone."
GREAT PHONE n I will recommended to I know
The phone is very light comparing to the phones i had before. Watching a video on SAMSUNG GALAXY S8 in a dark room is just a breath taking moment because the image resolution is just TOO GOOD to be true. its crystal clear and really high DEF!!
"The phone looks great, works good..but it doesn't have basic functionality good."
Clunky is the best word for it. The new features are a joke. The Interface is slow and annoying constantly needing to hit a button 2 or three times. And the curved edges effect typing. Extremely regret getting the s8
Pre ordered and received early. Amazing phone features and quality camera.
I was amazed by the Samsung Galaxy S8+ it is definitely the fastest Galaxy yet. If you are thinking about switching to this phone... DO IT! You will not be disappointed! 10/10. Samsung knocked this out of the park!!
"I was iPhone user for ten years and I never had any connection problem, wifi or making a call, I just switched to Samsung and wifi is disconnecting so many times consuming my data. I tried everything I found on forums but no solution yet. :("
Awesome phone HATE I BIXBY and there should be some kind of touch config have to type real hard
"Love the phone so far, longer battery life. Camera has always taken great photos."
"Samsung Galaxy S8 appears to be all that was promised. I highly recommend it to anyone in the market looking to upgrade. My husband purchased the S8+ which is also a great phone but it if he could do it again he would not get the S8+ phone which is just a little too large, the size of the S8 is much..."
Was so glad to get a new phone. This phone does just what I need.
"Pros: infinity display, display takes up most of screen, outstanding performance, no lag, dual Bluetooth connection with bt 5.0, dual quad core processors, camera way better than iPhone 7, more real tone pictures, fingerprint unlock without pushing home button first, etc..."
Constantly errors and screen protectors are horrible.
Fragile glass. Had it for a day before the glass shattered after the phone slipped off the couch WITH a solid case on. Samsung would not cover.
"The first thing I want to talk about is screen: it's big, it's high resolution, it's bright. Its aspect ratio is stretched out, so wide-screen content fits it better. The extra visual real estate is nice but using it one-handed is not very easy. The second thing is the design."
"First off, this phone works on t-mobile (kinda). I can't update software as it keeps giving me an error ""sorry we are having trouble authenticating your device"". Since it is a verizon unlocked phone I get an annoying notification that I am not using a Verizon Sim card."
"This phone is great, I was worried about the curved screen because I've never had one before, but it is actually wonderful. The camera is great. The battery lasts for hours! I actually do not mind not having buttons at the bottom of the screen, the screen detects when you press where they would be..."
"This Samsung Galaxy S8 is the greatest piece of technology I own to this day, and I do have serveral lol. But from the design of the phone, the performance, and all around ease of use all while being simplistic yet sophisticated, IT IS FANTASTIC."
"Easy to use, love the design. I think the size is perfect. I like the fact that the home button is part of the screen."
so far so good quick charge is good nice look and feel
"My S - 4 was just about as good as this phone , this thing locks up all the time , my S - 4 never locked up on me . If I was to do it over , the S - 8 would definitely not be in the top 3 or 5 phones to spend so much money on , don't really know what would be at this time !"
I like it so far. It froze up one time I hope it doesn't happen again.
I went from the S5 to this. I love everything about this phone.
"I have only been using a couple of weeks, so still feeling my way around. I am concerned that I have not yet found the protective accessories I want. Right now I have my silver phone in a black case (back and edges) with only a sheet of film protecting the front screen."
Awesome display. Takes great photos. New to Samsung user format so took some getting use to but no problems as of yet with solfware
"No phone on earth comes close, best, best, best,... Apple should keep on inventing red phones why Samsung keeps giving us the future.___________________________________________​​__________________________________"
"Easy to use, quick and nice feel."
"This replaced my S6 which I like alot. This is a far better phone, love the size and shape. The edges for my favorites is a great feature - use it all the time. Easy to set up and easy to use. The finger print scanner is in the back is a little awkward but getting used to it."
Love this phone it is so easy to use it
This phone is awesome! I love the feel of it and the use. It is so simple. No complications. Set up was very easy. We bought two!
Recommend consideration be given to \upgrading your instrument to Galaxy 8; striving to cope with the many features and speed!
"I like pretty much everything about this phone. It's stylish, it's fast, it's and Android. I really like it... but about once a day, it just decides to freeze up. Only a hard-reset will restore function. Then I need to wait 4-5 minutes before it's ready to turn on again."
Did the upgrade from s5 to s8 and so far it's been doing good. Try it you'll like it. Good job Samsung.
"The phone overall is great... however.. I have never been, and I will hate it the whole time I have this phone, a fan of the edged screen.. I hate it with a passion.. It makes the phone junky, and makes it easier to crack the screen. Which makes me think it was done on purpose!"
It serves it purposes the HD is out of this world internets speed is great Great Job att.
"Large screen to phone ratio with beautiful and bright colors. Very fast, Amazing camera, lots of customization options. Battery life is good. Speaker is good."
"the samsung galaxy s8 is an awesome phone, very fast very responsive . The only negative thing I could say is that I don't like the location of the speaker, but that's the only bad thing I could ever say about this incredible device!!"
Nice crisp display. No bezel is good idea. Rounded edge feels and looks nice.
"i love it! the look, festuresand especially the camera"
phone fits comfortably in hand and OMG the improvements are out of this world
"My son loves his new phone, hopefully the quality of this phone last longer than the Iphone"
"I know people rave about the display, it IS incredible. The phone has plenty of RAM and the storage capacity is good at 64 GB. Being able to add a micro SD card of up to 256 GB is incredible, I opted for 128 GB."
I'm 'on the fence about how I feel about this phone. I'm a creature of habit and therefore When I try to use a feature that I became reliant on with my S5 I am unsure how to access it. (very frustrating for me and leads me to question my choice to upgrade ).
"I recently upgraded from the S5 to the S8 because my S5 no longer held a charge for more than 6 hours. I am not a ""phone"" guy who has to have the latest and greatest, but I do use it for business communications and need a reliable device."
This phone is amazing. I just got it and I am loving it.
"I love the Galaxy S8 but I've only had the phone for 10 days and the charging is already messed up. Any time I plug in the charger its saying incomplete connection. Instead of a nice 1-2 hour charge time, I'm now looking at 4-5 hour charge time."
"I received my Galaxy S8 in the mail and I immediately fell in love with my phone, it was a bit big but I got used to it and it's been 9 days since. I got the case which is fine, but not happy with the screen protector, it makes it hard to tap, I find myself tapping several times before I can get to..."
Like screen pixels and color ratios Hate bixby and samsungs launcher and dont care for the edge screen first edge screen dont like it Miss my sony xperia
"Great overall phone! Battery is sufficient, it's fast, beautiful, has a nice camera. I'd don't care so much for all of Samsung's apps, but most of them are easy to uninstall or disable."
"Best phone I have used ever. Previously, I have owned: Apple iPhones 1 through 6s. Android: Nexus 6P, Samsung S6 edge, S7 Edge. The S8 is not only a thing of beauty, the functionality from the touch wiz refinements and feature set over the years have culminated into an amazing experience of..."
"Had the phone for less than 2 weeks and so far, so good. It is a very good looking phone and it's a good size. The performance is there but battery life is more important to me. On medium performance settings, which is ample, to save battery, the battery gives me 2 days with moderate use."
I bought this on pre order. Despatched quickly and efficiently received phone one week before general release. Fantastic choice of phone
awesome phone! easy to hold and takes great photos!
"This phone is simply the best consumer indispensable tech item anywhere! For a phone to be this delicious to hold and use - I don't think it's been done since Willy Wonka! A case is a must to keep it looking nice. Screen - outstanding, beautiful to look at, smooth to the touch."
I purchased the new Samsung S8 and I love its design and features but the phone has already frozen on me a couple of times and now the text message LED indicator light doesn't work. Verizon techs have tried to fix the issue but within a few hours it goes back to not working again.
I am not incredibly impressed with this phone. I switched from a Motorola Razr Maxx. This phone is heavier & narrower - which makes clicking buttons at the top/bottom of the screen difficult (you have to stretch your fingers).
It has a lot of storage including the external microchip.. not sure why Samsung has changed the charging cable.. yea higher speed of charge but was really nice to have a single cable for various products.
"I really like this phone. It is easy to use, and the transition from my Motorola Droid was relatively easy. I used Verizon's app to port stuff over, as the pre-installed Samsung app would not work properly.  So far, battery life is good, over 24 hours and still at around 30%."
I love the tall screen that takes up the most of the display and curves beautifully over the edges. Beautiful watching videos and movies. Great display. The only negative on the phone is the speaker which gives just above average sound but the earphones included are really good.
"I have set up both face recognition and iris scanner security features on the s8. Really easy to use, Screen is awesome and the battery life is much better than my previous samsung s6"
samsung galaxy is the best product the have been produced
The GS8 is incredible in terms of the design aesthetics. The infinity screen and lack of a home button are innovative and will no doubt be copied by others.
"Was very easy to set up, some of the new features are a little difficult to find until you get used to the phone and menu layout. Still, a great phone with almost no issues. Somewhat disappointed with battery life out of the box."
"No Regrets. Superb Quality Feel. Looks great in your hand and much easier to hold than my last Samsung S5. A big step up in looks and features from the S5. Was worried i might not like the edge on the Screen but it adds the the quality feel, and the screen feels great to use."
I have seen a lot of reviews slating the new galaxy and some ofits features but i have had no issues so far.  I previously had a Samsung s6 edge and you see the clear difference between the models and there performance.
"I bought it about a month ago and delivery was even faster than the expected delivery day. The phone is just amazing, it's a next level smartphone. Really recommend to everyone!"
"I ordered early the new Galaxy S8 and I received it earlier than anyone,Very was prompt on delivering it early, the phone is great."
As an apple guy I can say I am converted now :p great phone great futures and you can customise as you want
"I've sold my Samsung S7 Edge and bought S8. The screen is a dream, it's fast and fits perfectly in a hand. Simply, the best phone on a market today! Highly recommended buy."
"I purchased this phone and am so delight that I did it is amazing and looks so smart , it also feels good to hold I've had many admiring comments"
I'm so glad that I got this phone it's easy to use & so quicker than my S6
Such a good looking phone. Excellent. Love it!!!!!
I've had this magnificent phone for just over a week and I am loving every moment. Awesome phone ...
"Great features on new Android OS, an absolutely stunning design and lightning quick makes this the best handset I have ever used. 2 very important features for me were the ease of setting up from my previous phone (You get a wire to connect your old phone to this one and the new software transfers..."
"I see ordered this it's an awesome phone, fast, good quality camera and it just looks really sleek and stylish The only problem is that uneccessary Bixby button on the side as you can easily open Bixby by sliding from the edge."
Excellent phone. The camera is unreal takes beautiful pictures. The screen is so clear to look at can it get and better than this? Hard to see how it could. Ordered this phone few days later and didn't think I would get it before the 28th of April but it arrived on the 20th.
Very impressed with delivery as it come 8 days early on release date. Lovely phone only had it a week though.
Absolutely love my new phone. Its got so many great new features and I like that it takes SD cards for extra storage again.
What a great phone. The picture quality is something else! Love It!
Very happy that I got I early so thank you very much
"so far i am satisfied with my samsung s8, it is completely different from the s6 and s7 it is just gonna take some getting use to"
"#1) The problem with ""The Edge"" is that physics kinda demands a little friction. You can't touch the front 'cause that's where all the buttons are, but now you can't touch the edge either? How do you hold it without Something going off?"
"too many glitches,nothing right works not happy,camara was fun,battery went fast not easy to work with,finger is not working,Bixby not working,what next"
Great delivery phone is fully loaded with features decent camera screen has to be seen blows iPhone out of the water
"Even though I have had it for 3 days, the phone is amazing. The screen is superb. Very easy to transfer from other phone. An added bonus is the extra memory space available."
"First, if you get a screen protector, good luck! The screen protector Verizon put on my phone made it virtually impossible for the touch screen to work without pushing extremely hard. It was way too much effort to reply to email or text. It also caused some problems with the functionality of icons."
It a nice phone but screen is noticeably smaller than my s7 edge. Not much has changed with s8. I just think that I should have waited til next one...not the biggest fan. :(
"The design of this product is awesome, performance is great."
"Amazing phone and amazing service from Very. Pre-ordered on Sunday 23rd April, expected delivery on 28th April. Phone arrived on 25th April. A very happy customer."
"I have no complaints on the phone, I've had it for five days now and am blown away by the screen quality, performance, etc.  The screen protector though...that is a different story. They will try to sell you a tempered glass screen protector, don't get it."
My Samsung S8 phone is wonderful.  Battery life is better than expected. It has preset power management controls/choices that allows you to reduce power consumption (which includes reducing some functionality) but keeps one 'on-the-air'.  There are numerous customizations to personalize the phone.
Couple little issues out of the box but nothing to give a bad review about because they will get fixed. Fast and silky smooth. Battery last all day. Came from a droid turbo
Didn't think the infinity screen would amount to anything but it's fantastic. It truly makes a difference. The first 24 hours had a steep learing curve but it quickly made sense and was fun to use the new stuff. I came from the S6 and tthe difference is profound. You should make the switch!
"This phone has definitely lived up to the hype so far. Amazing display, lightning fast and fits in my front pocket so much better than my Note 5. The facial recognition to sign in works great! I really like Google Assistant so I don't really care about Bixby. Not sure yet about the battery."
They have done it again with the s8 best phone on the market. Don't even question the phone I am telling you their is no better flagship on the market than Samsung right now.
"Sofar, so good, I am on a learning curve, I am getting there."
"This is an awesome phone, this is my second time owning a Samsung Galaxy my previous phone was the galaxy S6. Before that it was an iPhone which I loved till it broke from there I went to the S6 and never looked back, Ive wanted this phone ever since there were rumors about it online."
"Made the switch from iPhone 7, a bit dubious at first as ive never had an android before, and im glad i did. The screen, Camera and speed are far superior to the iPhone. Also able to continue to use my icloud email address and apple music."
Overall amazing. The infinity screen is like no other out there. It was easy to make the change from my S7 with smart switch. It was like I still was using my old phone. No complaints about battery life so far. Can't wait to see what more it holds in store.
"Worth the wait. This phone exceeds expectations. Camera takes superior pics. Note of caution, the commuter otterbox case does not work well with this phone. With the case on you cannot swipe notifications from the top of the phone."
Don't ask me why i was the guinea pig. I was very happy with my Droid Turbo. The OTA update causes a DQA stopped error every 30 seconds. Can't believe samsung spends billions on marketing but clearly not enough on software engineering. Debating whether to keep it.
I've had the Galaxy S8 in my hands for three days. I was using the S5 so there hasn't been a large learning curve. I like the battery life so far. I used the Samsung Connect App to easily move most of my files over from my old phone.
"Excellent phone, battery life could be better but it's not bad for only having a 3000mah battery. Doesn't seem to lag as much as the s7 but usually Samsung phones slow down over time. Fingerprint sensor isn't as bad as all ""experts"" are claiming it to be."
"The all new Galaxy S8 is an amazing phone without a doubt. The screen is a work of art, has beautiful design and construction and has all the performance you need in a phone to do anything you'd reasonably want to do. Has no problem multitasking."
This phone is great easy to use Fast Love the camera and a picture I traded in iphone seven and I can't believe how much easier this one is to use than that iphone seven was without all the hassles and passwords and everything you need to make us an apple work I just love this phone my husband got...
"Coming from an S5, I'm grateful that I waited for this gorgeous device in the series -- it's simply striking. As for the dedicated Bixby key, we can only hope that Samsung comes through with a feature-rich assistant down the line."
"I just received this a few days ago and have been happily playing around with it. It's much lighter than previous phones, it has a sleek design and most importantly, it's very user friendly. Although the screen looks smaller than previous ones, it's not noticeable."
The Galaxy S8 is just an okay phone. The phone is a good size but the aspect ratio of the screen takes some getting used to. The resolution and camera are both great and the battery is just okay for a phone this size.
"The camera, display and hardware are what I would expect from a flagship device. If it was not for the software problem, I would have given the device a 5 star rating.  There is a software problem which I would not expect for a flagship device.. I received the phone on April 20."
We bought 2 Samsung X8s. After a weekend spent trying to get used to this phone I must report that I'm not impressed. Perhaps it's Android that I don't like because the phone hardware itself seems adequate enough though it's too big for my liking.
"The presumptive heir to the best Android crown is here: the Samsung Galaxy S8. A few years ago, the race to be the world’s favourite Android phone designer was wide-open. HTC would win it one year, and then LG would dazzle the next."
Got it quicker than expected ..like every other products bought from here ..thanks very
"So I am a dedicated Samsung fan, beyond mobile phones. I have only used the Galaxy mobile phone, since model 3, so I have seen all the changes.  Let's start with the good. The galaxy 8 has vibrant colors. The images/videos you watch are clear and natural looking."
"Very smooth transition except that I had to call and activate the number before turning on the phone. Directions did not say to do that first. Does not have a hotspot app like my S6. Trying to get direction on that from someone. Awesome screen, great size and feel."
"This is a great phone, Samsung stepped it up on this model it is very sleek and stunning it has a lot of cool features I do wish Bixby worked better but I guess I will see if they fix it"
Until now I don't have any problem with the features of the device. I really love it!!!
I had been due for an upgrade for a while and decided to wait for this phone to be released. Everything about this phone is fantastic and I couldn't be more pleased. It was so worth the wait!!!!
"Have used phone for one day, it's very fast and responsive. It's also very stunning. The long, sleek design makes it look futuristic and beautiful."
Good job on putting this phone together. Excited to explore my S8
"I had to give up my Note 7 and went back to my s5, then I heard the s8 was coming out, I was skeptical at first about pre ordering another Samsung phone but being a loyal Samsung user I went for it and received it 2 days earlier then the release date. after spending 72 hours with my s8 I love it!!"
"Day one and I am in love. I have been less enthused about my HTC 10, and got this bad boy as an early upgrade, and I am so glad I did. The phone is very user friendly I can't wait to unlock this phones full potential with extended use. The Galaxy S8 is sleek in design with amazing screen resolution."
This phone is not user friendly. To use the swipe on the right is hard and dysfunctional. I was so annoyed with the phone I only played on it for 10 minutes or so. I plan on returning it for another.
DIDNT EXPECT IT TO COME TODAY. ORDERED TWO. ONE WAS FOR ME AND ONE WAS FOR THE BRO
"Received today, wasn't expecting it till the 28th, all I can say it was worth the wait"
Over the moon with this purchase recommended to everybody
I like the phone a lot. i preordered the it on 4/6/17 and i seem to be having a lot of trouble getting my free VR headset with controller.
compared to my iphone 7 the phone is pretty much the same but does way more. it blows the iphone 7 away. i love to unlock my phone with my eyes
"I upgraded from my S5 & am really glad I did. No wasted space, extremely customizable, & transferring everything from my old phone was easy. The phone is *fast* & the camera is snappy! The battery life is good - and unlike my S5, I can barely even feel this phone get warm at all."
"It was my first time every buying a phone on a preorder, so I was worried that I might dislike some of the changes like widening of the screen that covers the whole phone.. But to my surprise, the phone looks slimmer and feels lighter than the S6 I was using - with bigger screen!"
It could be much better if it would come with 6gb RAM and a bit more battery. I agree that 10nm building process will reduce power consumption but still it is less considering the screen. The snapdragon 835 varient is not available in India.
I really love this phone. The design of the phone is awesome. Very easy to use. It's really sleek and has many great features for a new and recent smart-phone. I definitely recommend this device to android lovers.
"S8 is just a fabulous piece of art... Just beautifullllll, looks great in hand...awesome camera and phone is simply a beast in performance and good battery life.. Lag free UI and future proof...Simply superbbbbb display....."
"Not worth the stress of lack of security and most of all technical issues. If I was to wait best phone with lack of Samsung worries, wait for iPhone 8."
"Bright display, Realistic color, Durable, Lightweight, Built-in speakers"
This makes absolutely no sense whatsoever. My S7 edge had a 3600 mah battery. With a bigger screen on the S8 and a smaller battery.
Great Device. Fantastic Resolution. The Camera is awesome and the soft touch key is fantastic. Overall a great phone.
Has some improvements over the S7 such as USB C so you can plug it in without trying to figure out which side goes where.
בהתחלה היתלבטתי בין הs8 לבין הg6 ובסוף הלכתי על הs8 ואני לא מתחרט לרגע מכשיר מדהים ואיכות מטורפת והמון פיצ'רים מגניבים ושימושיים
Plussaa: +Todella sulava kokemus arkikäytössä ilman tökkimisiä +Akku kestää kokopäivän vaikka pelaisikin paljon +Kamera Miinusta: -Bixby ja sen paikine -> Google assistant korvaa ja sovellus joka antaa remapata kyseisen napin -Ei stereo kaiutinta -Hinta Mikäli hinta ei tunnu liian suolaiselta niin...
